catalogNumber,recordedBy,scientificName,family,institutionCode,continent,country,stateProvince,county,municipality,locality
TULV8750,T. B. Croat,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Sin especificar,"Along road between Tulua and Santa Lucia (vía La Marina, La Moralia, Venus and Montaloro) SE of Tulua, at Hacienda Piedritas, 6.8 Km. S of Monteloro."
TULV8803,W. Devia,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Francisco,"Corregimiento San Francisco, Vereda Calle Larga, río Naya."
TULV8812,"W. Devia, R. Bernal, E. Linares",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Puerto Merizalde,"Corregimiento Puerto Merizalde, Isla Aji, Caño El Zancudo, río Naya."
TULV8842,W. Devia,Hedyosmum scaberrimum Standl.,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Barbacoas,Sin especificar,Vía Barbacoas-Junín.
TULV11110,"W. Devia, D. Cardenas, A. Cruz",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó."
TULV11111,"W. Devia, D. Cardenas, A. Cruz",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó."
TULV11113,"W. Devia, D. Cardenas, A. Cruz",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó."
TULV11114,"W. Devia, D. Cardenas, A. Cruz",Peperomia rotundifolia (L.) Kunth,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó."
TULV11116,"W. Devia, D. Cardenas, A. Cruz",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó."
TULV11128,N. N.,Peperomia pellucida (L.) Kunth,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Sin especificar,Sin especificar,Sin especificar,Sin especificar
TULV11202,"K. S. Edwards, W. Devia",Hedyosmum luteynii Todzia,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Sin especificar,"Mun. De Tuluá, el crucero, above Santa lucia."
TULV11374,"K. S. Edwards, A. Cogollo, W. Rodriguez",Hedyosmum goudotianum Solms,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Urrao,Sin especificar,"Mun. De urrao,between Urrao and Caicedo, finca El Chuscal, ringt margin of rio Urrao."
TULV11932,"J. Smith, R. Bernal, X. Londoño, W. Devia",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporación Valle del Cauca, trail from last camp  across  stream vía cable cart."
TULV11956,"J. Smith, R. Bernal, X. Londoño, W. Devia",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by corporación Valle del Cauca, trail from last camp (El Chanco), trail uphill from río Calima immediately across river from campamiento Cuzumbu."
TULV11998,"R. Ruiz, E. Correa",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Palmira,La Nevera,"I.P. Toche, vererda La Nevera, sitio La Punta, entrada a Las Vegas, Juntas y Las Brisas, Laguna negra y Las Colonias."
TULV12119,"R. Ruiz, E. Correa, A. Muñoz",Hedyosmum luteynii Todzia,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Palmira,Potrerillo,"Corregimiento Potrerillo, Vereda la Nevera, Páramo Las Hermosas."
TULV12139,"R. Ruiz, E. Correa",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Palmira,La Nevera,"I.P. Toche, vererda La Nevera, sitio La Punta, entrada a Las Vegas, Juntas y Las Brisas, Laguna negra y Las Colonias."
TULV12140,"R. Ruiz, E. Correa",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Palmira,La Nevera,"I.P. Toche, vererda La Nevera, sitio La Punta, entrada a Las Vegas, Juntas y Las Brisas, Laguna negra y Las Colonias."
TULV12368,"W. Devia, A. Cogollo",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Córdoba, San Cipriano, Reserva Natural río Escalerete, Región Fitogeográfica del Chocó. Montaje Parcelas Permanentes Investigación"
TULV13660,"W. Devia, J. Adarve, A. Cruz",Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 1. (500 m. * 2 m.)"
TULV13662,"W. Devia, J. Adarve, A. Cruz",Hedyosmum,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 1. (500 m. * 2 m.)"
TULV13798,"W. Devia, J. Adarve, A. Cruz",Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 9. (500 m. * 2 m.)"
TULV13908,"W. Devia, J. Adarve, A. Cruz",Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa López, Transecto 10. (500 m. * 2 m.)"
TULV14026,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"CorregimientoPortugal de Piedras. Reserva Natural de Liverpool, Transecto 6, Individuo 195."
TULV14237,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV14666,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14839,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,Corregimiento Portugal de Piedras. Reserva Natural de Liverpool. Individuo Fuera del Transecto.  Vía antigua. Carretera que conduce de la casa nueva al río Piedras
TULV14871,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Beilschmiedia pendula (Sw.) Hemsl.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,Corregimiento Portugal de Piedras. Reserva Natural de Liverpool. Individuo Fuera del Transecto.
TULV15150,"W. Devia, J. Adarve, Salonica Verde",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Los Alpes,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15571,"M. E. Morales, G. Lozano, J. Ordoñez & E. Palacios",Tovaria pendula Ruiz & Pav.,TOVARIACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Meta,Cubarral,Aguas Claras,"Vereda Aguas Claras, alrededores de la escuela aguas claras."
TULV15750,"W. Devia, J. Adarve & A. Cruz",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,La Cumbre,"Vereda La Cumbre, Finca Chipre, señor Vidalio Ledezma, Bosque frente a casa"
TULV15767,"W. Devia, J. Adarve & A. Cruz",Hedyosmum cuatrecazanum Occhioni,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Sin especificar,"Planes San Rafael, PPI - IIAP, finca la Cumbre, Quebrada Risaralda, zona amortiguación PNN Tatama"
TULV15851,"W. Devia, J. Adarve, A. Cruz",Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15940,"W. Devia, J. Adarve",Hedyosmum racemosum (Ruiz & Pav.) G.Don,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Planes de San Rafael,"Vereda Planes de San Rafael, Finca potrero la carbonera"
TULV16024,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16053,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16072,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16076,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16100,"W. Devia, J. Adarve",Hedyosmum bonplandianum Kunth,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16102,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16159,"W. Devia, J. Adarve",Gyrocarpus,HERNANDIACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16165,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16178,"W. Devia, J. Adarve",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16425,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Hedyosmum cuatrecazanum Occhioni,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Hacienda Daza, vía antigua Pasto - Buesaco, km 7+700 transecto 10, individuo 26. Cerro Morasurco"
TULV16426,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Hedyosmum angustifolium (Ruiz & Pav.) Solms,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Vía antigua Pasto - Buesaco, Km 9 + 300 m. Transecto 12, individuo 64 Cerro Morasurco."
TULV16480,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Vía nueva Pasto-Buesaco, 300 m adelante cruce vía antigua. Transecto 15, ind. 104. Cerro Morasurco"
TULV16481,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Vía nueva Pasto - Buesaco, km 2, lado izquierdo. Hacienda Daza. Transecto 21, ind. 4. Cerro Morasurco"
TULV16618,C. M. Taylor,Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"On the SE side of Bahia Màlaga, along Quebrada La Sierpe upstream from the brackish portion, into the sweet water for ca. 1/2 km. Wet forests bordering rivers, selectively logged."
TULV16678,C. M. Taylor,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"On the SE side of Bahia Málaga, along the Quebrada Apepe and into the Quebrada La Sierpe. Wet forests."
TULV16690,C. M. Taylor,Peperomia,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"On the SE side of Bahia Málaga, along the Quebrada El Natal. Wet forests."
TULV16720,C. M. Taylor,Hedyosmum,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"On the SE side of Bahia Málaga, along the Quebrada El Morro from ca. 0.5 km downstream to ca. 1 km up stream from ""La Piscina."" Wet forest."
TULV16827,"C. M. Taylor, F. Valencia, A. Cruz",Hedyosmum scaberrimum Standl.,CHLORANTHACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"In the community of La Plata in the east part of Bahia Màlaga, to the NE of the town. Wet disturbed forest and mangroves"
TULV16919,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Monteloro,"Corregimiento Monteloro, Vereda Santa Helena, Reserva Piedritas del señor Launfal Cruz"
TULV17621,A. Castaño N.,Sin especificar,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,La Moralia,"Corregimiento de La Moralia, Finca La Alejandría"
TULV17623,A. Castaño N.,Siparuna,SIPARUNACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,La Moralia,"Corregimiento de La Moralia, Finca La Alejandría"
TULV17624,A. Castaño N.,Siparuna,SIPARUNACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,La Moralia,"Corregimiento de La Moralia, Finca La Alejandría"
