#,Nombre,Número de Catálogo,Colector(es),Reino,Phylum,Clase,Orden,Familia,Género,País,Departamento,Municipio,Localidad,Latitud,Longitud
1,Achatocarpus nigricans Triana,TULV17802,"A. Castaño N, W. Devia",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,ACHATOCARPACEAE,Achatocarpus,Colombia,Valle del Cauca,Obando,"Obando Via San Isidro, finca Cristales","04°34'02.2""N","75°57'45.3""W"
3312,Urera baccifera (L.) Gaudich. ex Wedd.,TULV7652,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Urera,Colombia,Valle del Cauca,Tuluá,"Corregimiento Monteloro, Hacienda Piedritas, vía a Jicaramata.","03°57'00''N","76°01'00''W"
3313,Blechnum loxense (Kunth) Hook. ex Salomon,TULV7929,T. R. Soderstrom,Plantae,Pterydophita,Monilophyta,Polypodiales,BLECHNACEAE,Blechnum,Colombia,Cundinamarca,Bogotá,Páramo de Chisacá,Sin especificar,Sin especificar
3314,Campyloneurum amphostenon (Kunze ex Klotzsch) Fée,TULV8303,"O. Marulanda, H. Vallejo, J. Quiroz",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Antioquia,Medellín,El Guayco.,Sin especificar,Sin especificar
3315,Asplenium juglandifolium Lam.,TULV8334,O. Marulanda,Plantae,Pterydophita,Monilophyta,Polypodiales,ASPLENIACEAE,Asplenium,Colombia,Meta,La Macarena,"Alto Guayabero, Un día en lancha río arriba del Municipio. La Macarena, bosque en los bajos del río","02°32'30""N","74°11'00""W"
3316,Trichomanes polypodioides L.,TULV8574,T. B. Croat,Plantae,Pterydophita,Monilophyta,Hymephyllales,HYMENOPHYLLACEAE,Trichomanes,Colombia,Valle del Cauca,Yotoco,"Cordillera Occidental, eastern slopes, along highway between Dapa and Loboguerrero at Parque Yotoco.","03°52'00''N","76°22'00''W"
3317,Diplazium pinnatifidum Kunze,TULV8583,T. B. Croat,Plantae,Pterydophita,Monilophyta,Polypodiales,ATHYRIACEAE,Diplazium,Colombia,Risaralda,Pueblo Rico,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), 1 Km. W of Guarato and rio Guarato at Risaralda and Choco border, along small stream.","05°21'00''N","76°11'00''W"
3318,Selaginella geniculata (C. Presl) Spring,TULV8610,T. B. Croat,Plantae,Pterydophita,Lycophyta,Sellaginellales,SELAGINELLACEAE,Selaginella,Colombia,Risaralda,Pueblo Rico,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), disturbed steep road banks, 15 Km. NW of Pueblo Rico.","05°05'00''N","76°03'00''W"
3319,Thelypteris opposita (Vahl) Ching,TULV8614,T. B. Croat,Plantae,Pterydophita,Monilophyta,Polypodiales,THELYPTERIDACEAE,Thelypteris,Colombia,Risaralda,Pueblo Rico,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), disturbed steep road banks, 15 Km. NW of Pueblo Rico.","05°05'00''N","76°03'00''W"
3320,Tectaria draconoptera (D.C.Eaton) Copel.,TULV8624,T. B. Croat,Plantae,Pterydophita,Monilophyta,Polypodiales,TECTARIACEAE,Tectaria,Colombia,Chocó,Istmina,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), 1 Km. W of Guarato and río Guarato at Risaralda and Chocó border, along small stream.","05°21'00''N","76°11'00''W"
3321,Trichomanes diversifrons (Bory) Mett. ex Sadeb.,TULV8716,T. B. Croat,Plantae,Pterydophita,Monilophyta,Hymephyllales,HYMENOPHYLLACEAE,Trichomanes,Colombia,Risaralda,Pueblo Rico,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 Km. W of Sta. Cecilia, 6 Km. W of Chocó-Risaralda border, ca. 20 Km. E of Playa del Oro.","05°20'30''N","76°13'45''W"
3322,Selaginella silvestris Aspl.,TULV8756,T. B. Croat,Plantae,Pterydophita,Lycophyta,Sellaginellales,SELAGINELLACEAE,Selaginella,Colombia,Valle del Cauca,Tuluá,"Along road between Tulua and Santa Lucia (vía La Marina, La Moralia, Venus and Monteloro) SE of Tuluá, at Hacienda Piedritas, 6.8 Km. S of Monteloro","03°55'00''N","76°04'00''W"
3323,Adiantum tetraphyllum Humb. & Bonpl. ex Willd.,TULV8777,T. B. Croat,Plantae,Pterydophita,Monilophyta,Polypodiales,PTERIDACEAE,Adiantum,Colombia,Valle del Cauca,Tuluá,"Along road between Tulua and Santa Lucia (vía La Marina and Venus), 14.4 Km. NW of Monteloro, 2.1 Km. SE of Venus, Disturbed roadside vegetation.","04°00'00''N","76°05'00''W"
3324,Serpocaulon adnatum (Kunze ex Klotzsch) A.R. Sm.,TULV8778,T. B. Croat,Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Serpocaulon,Colombia,Valle del Cauca,Tuluá,"Along road between Tulua and Santa Lucia (vía La Marina and Venus), 14.4 Km. NW of Monteloro, 2.1 Km. SE of Venus, Disturbed roadside vegetation.","04°00'00''N","76°05'00''W"
3325,Microgramma percussa (Cav.) de la Sota,TULV10329,"W. Devia, D. Cardenas, A. Cruz",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Microgramma,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.","03°49'41''N","76°52'10''W"
3326,Cyathea aterrima (Hook.) Domin,TULV10335,"W. Devia, D. Cardenas, A. Cruz",Plantae,Pterydophita,Monilophyta,Cyatheales,CYATHEACEAE,Cyathea,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.","03°49'41''N","76°52'10''W"
3327,Lindsaea lancea (L.) Bedd.,TULV11898,"J. Smith, R. Bernal, X. Londoño, W. Devia",Plantae,Pterydophita,Monilophyta,Polypodiales,LINDSAEACEAE,Lindsaea,Colombia,Valle del Cauca,Calima El Darien,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart to right and down along stream.","04°00'00''N","76°40'00''W"
3328,Campyloneurum repens (Aubl.) C. Presl,TULV12057,"R. Ruiz, E. Correa",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Valle del Cauca,Palmira,"I. P. Toche, vereda laTigrera, finca Marulanda.",Sin especificar,Sin especificar
3329,Serpocaulon levigatum (Cav.) A.R. Sm.,TULV12067,"R. Ruiz, E. Correa",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Serpocaulon,Colombia,Valle del Cauca,Palmira,"Corregimiento de Potrerillo, la Nevera, finca el Orisol, carretera Potrerillos-Ataco",Sin especificar,Sin especificar
3330,Campyloneurum repens (Aubl.) C. Presl,TULV12087,"R. Ruiz, E. Correa",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Valle del Cauca,Palmira,"I. P. Toche, vereda laTigrera, finca Marulanda.",Sin especificar,Sin especificar
3331,Campyloneurum repens (Aubl.) C. Presl,TULV12088,"R. Ruiz, E. Correa",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Valle del Cauca,Palmira,"I. P. Toche, vereda laTigrera, finca Marulanda.",Sin especificar,Sin especificar
3332,Elaphoglossum paltatum (Sw.) Urb.,TULV12228,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Plantae,Pterydophita,Monilophyta,Polypodiales,DRYOPTERIDACEAE,Elaphoglossum,Colombia,Valle del Cauca,Buenaventura,"Reserva Natural río Escalerete, bosque pluvial Tropical.","03°49'41''N","76°52'10''W"
3333,Urera baccifera (L.) Gaudich. ex Wedd.,TULV13904,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Urera,Colombia,Valle del Cauca,Riofrío,"Corregimiento de Fenicia, Finca la Arizona, Familia Villa Lopez, Transecto 10. (500 m. * 2 m.)","04°03'11''N","76°24'08''W"
3334,Urera elata (Sw.) Griseb.,TULV14498,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Urera,Colombia,Chocó,San José del Palmar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco","04°46'26""N","76°18'32""W"
3335,Elaphoglossum paltatum (Sw.) Urb.,TULV14798,"W. Devia, A. Cogollo",Plantae,Pterydophita,Monilophyta,Polypodiales,DRYOPTERIDACEAE,Elaphoglossum,Colombia,Valle del Cauca,Buenaventura,"Corregimiento de Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Fitogeográfica del Chocó. Montaje Parcelas Permanentes Investigación","03°49'41''N","76°52'10''W"
3336,Cyclodium trianae (Mett.) A.R. Sm.,TULV14799,"W. Devia, D. Cardenas, A. Cruz",Plantae,Pterydophita,Monilophyta,Polypodiales,DRYOPTERIDACEAE,Cyclodium,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.","03°49'41''N","76°52'10''W"
3337,Urera caracasana (Jacq.) Gaudich. ex Griseb.,TULV14941,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Urera,Colombia,Valle del Cauca,Riofrío,"Corregimiento Salónica, Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
3338,Myriocarpa stipitata Benth.,TULV15016,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Myriocarpa,Colombia,Valle del Cauca,Riofrío,"Corregimiento Salónica, Vereda Guayabal, Finca la Selva","04°09'00''N","76°21'00''W"
3339,Asplenium hastatum Klotzsch ex Kunze,TULV15886,"W. Devia, J. Adarve, A. Cruz",Plantae,Pterydophita,Monilophyta,Polypodiales,ASPLENIACEAE,Asplenium,Colombia,Risaralda,Santuario,"Vereda Planes de San Rafael, Finca Potrero la Carbonera de Don Rafael Ortiz","05°08'55''N","76°00'53''W"
3340,Urera  elata (Sw.) Griseb.,TULV15933,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Urera,Colombia,Risaralda,Santuario,"Vereda La Cumbre, Finca Chipre, Frente a la casa de Vidalio Ledezma","05°08'55''N","76°00'53''W"
3341,Blechnum polypodioides Raddi,TULV16403,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Polypodiales,BLECHNACEAE,Blechnum,Colombia,Nariño,Pasto,"Hacienda Daza, a 500 m. Desde la vivienda en dirección 46° SE","01°16'01''N","77°15'43''W"
3342,Elaphoglossum cuspidatum (Willd.) T. Moore,TULV16449,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Polypodiales,DRYOPTERIDACEAE,Elaphoglossum,Colombia,Nariño,Pasto,"Janacati, Urdimbre, parte superior, predio municipio Pasto. Transecto 30, individuo 2. Cerro Morasurco","01°15'17""N","77°16'22""W"
3343,Elaphoglossum cuspidatum (Willd.) T. Moore,TULV16453,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Polypodiales,DRYOPTERIDACEAE,Elaphoglossum,Colombia,Nariño,Pasto,"Hacienda Daza, a 200 metros de vivienda, dirección 10° SE","01°16'08""N","77°16'02""W"
3344,Botrychium  virginianum (L.) Sw.,TULV16499,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Ophioglossales,OPHIOGLOSSACEAE,Botrychium,Colombia,Nariño,Pasto,"Hacienda Daza, vía antigua Pasto - Buesaco, km 7+700 transecto 10, individuo 108. Cerro Morasurco","01°15'45""N","77°16'06""W"
3345,Serpocaulon levigatum (Cav.) A.R. Sm.,TULV16506,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Serpocaulon,Colombia,Nariño,Pasto,"vía Pasto - Aeropuerto, 500 m adelante cruce vía a Buesaco.","01°16'41""N","77°16'02""W"
3346,Campyloneurum amphostenon (Kunze ex Klotzsch) Fée,TULV16508,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Nariño,Pasto,"Hacienda Daza, a 500 m. Desde la vivienda en dirección 46° SE (Cerro Morasurco)","01°16'01''N","77°15'43''W"
3347,Serpocaulon levigatum (Cav.) A.R. Sm.,TULV16524,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Serpocaulon,Colombia,Nariño,Pasto,"Jardín Botánico, a 450 m. de Montagas, dirección Norte.","01°16'12''N","77°16'54''W"
3348,Danaea  trichomanoides Spruce ex T. Moore,TULV17079,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Marattiales,MARATTIACEAE,Danaea,Colombia,Chocó,Nuquí,"Alto de Copidijo, Bosque Denso de Colinas altas.",1129544N,0984569E
3349,Alansmia cultrata (Willd.) Moguel & M.Kessler,TULV17207,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Alansmia,Colombia,Chocó,Nuquí,Bosque Denso de colinas altas,1128113N,0985124E
3350,Urera caracasana (Jacq.) Gaudich. ex Griseb.,TULV17524,A. Castaño N.,Plantae,Magnoliophyta,Magnoliopsida,Rosales,URTICACEAE,Urera,Colombia,Valle del Cauca,Tuluá,"Corregimiento de Mateguadua, Jardín Botánico Juan María Céspedes, Parcela Permanente de Monitoreo","04°01'38.81""N","76°09'36.48""W"
3351,Anemia phyllitidis (L.) Sw.,TULV17675,A. Castaño N.,Plantae,Pterydophita,Monilophyta,Schizaeales,ANEMIACEAE,Anemia,Colombia,Valle del Cauca,Tuluá,"Corregimiento de Mateguadua, Jardín Botánico, Carretera a la Soledad","04°01'42""N","76°10'08""W"
3352,Sin especificar,TULV17923,"J. Home, J. D. Lozano, A. Giraldo",Plantae,Magnoliophyta,Magnoliopsida,Malvales,MALVACEAE,Sin especificar,Colombia,Valle del Cauca,Cali,"Corregimiento Pance, parcelación Chorro de Plata cerca a estación de policía de La Vorágine, por el camino que conduce a la cascada Chorro de Plata.","03°20'41""N","76°36'07""W"
3353,Cyathea andina (H. Karst.) Domin,TULV17933,"J. Home, J. D. Lozano, A. Giraldo",Plantae,Pterydophita,Monilophyta,Cyatheales,CYATHEACEAE,Cyathea,Colombia,Valle del Cauca,Cali,"Corregimiento Pance, parcelación Chorro de Plata cerca a estación de policía de La Vorágine, por el camino que conduce a la cascada Chorro de Plata.","03°20'41""N","76°36'07""W"
3354,Tectaria pilosa (Fée) R.C.Moran,TULV18022,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,TECTARIACEAE,Tectaria,Colombia,Chocó,Nuquí,Bosque denso de terrazas bajas. Río Nuquí,1120899N,0981369E
3355,Tectaria draconoptera (D.C.Eaton) Copel.,TULV18023,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,TECTARIACEAE,Tectaria,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127958N,0984552E
3356,Nephrolepis biserrata (Sw.) Schott,TULV18027,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,NEPHROLEPIDACEAE,Nephrolepis,Colombia,Chocó,Nuquí,"Río Mutata, Bosque claro de terrazas bajas",1120371N,0981911E
3357,Trichomanes elegans Rich.,TULV18029,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Hymephyllales,HYMENOPHYLLACEAE,Trichomanes,Colombia,Chocó,Nuquí,"Río Tribuga margen izquierda, bosque denso de colinas altas.",1127799N,0986697E
3358,Trichomanes elegans Rich.,TULV18031,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Hymephyllales,HYMENOPHYLLACEAE,Trichomanes,Colombia,Chocó,Nuquí,"Alto de copidijo, bosque denso de colinas altas.",1127914N,0986395E
3359,Trichomanes diversifrons (Bory) Mett. ex Sadeb.,TULV18038,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Hymephyllales,HYMENOPHYLLACEAE,Trichomanes,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127814N,0987317E
3360,Hymenophyllum myriocarpum Hook.,TULV18044,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Hymephyllales,HYMENOPHYLLACEAE,Hymenophyllum,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127814N,0987317E
3361,Moranopteris truncicola (Klotzsch) R.Y.Hirai & J. Prado,TULV18047,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Moranopteris,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127814N,0987317E
3362,Didymochlaena truncatula (Sw.) J.Sm.,TULV18053,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,HYPODEMATIACEAE,Didymochlaena,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127958N,0984552E
3363,Didymochlaena truncatula (Sw.) J.Sm.,TULV18054,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,HYPODEMATIACEAE,Didymochlaena,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127958N,0984552E
3364,Tectaria panamenensis (Hook.) R.M. Tryon & A.F. Tryon,TULV18058,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,TECTARIACEAE,Tectaria,Colombia,Chocó,Nuquí,"Peñitas, bosque denso de colinas bajas.",1126110N,0982268E
3365,Campyloneurum  phyllitidis (L.)C. Presl,TULV18064,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Chocó,Nuquí,El establo sector Peñitas - Nuquí. Humedal en colinas bajas.,1124139N,0980452E
3366,Nephrolepis biserrata (Sw.) Schott,TULV18065,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,NEPHROLEPIDACEAE,Nephrolepis,Colombia,Chocó,Nuquí,El establo sector Peñitas - Nuquí. Humedal en colinas bajas.,1124139N,0980452E
3367,Acrostichum aureum L.,TULV18066,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,PTERIDACEAE,Acrostichum,Colombia,Chocó,Nuquí,"El Estero, Bosque de Estero.",1125885N,0983313E
3368,Danaea  trichomanoides Spruce ex T. Moore,TULV18067,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Marattiales,MARATTIACEAE,Danaea,Colombia,Chocó,Nuquí,"Sector Chaqui-Montero, Bosque denso de colinas bajas.",1121406N,0981023E
3369,Campyloneurum  densifolium (Hieron.) Lellinger,TULV18068,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Campyloneurum,Colombia,Chocó,Nuquí,"Sector del Tigre Vía a Malambo, Bosque denso de terrazas bajas.",1127814N,0987317E
3370,Adiantum macrophyllum Sw.,TULV18070,M. Avellaneda C.,Plantae,Pterydophita,Monilophyta,Polypodiales,PTERIDACEAE,Adiantum,Colombia,Chocó,Nuquí,"Río Mutata, Bosque claro de terrazas bajas",1119445N,0983123E
3371,Tectaria plantaginea (Jacq.) Maxon,TULV18106,"C. M. Taylor, W. Devia & A. Cruz",Plantae,Pterydophita,Monilophyta,Polypodiales,TECTARIACEAE,Tectaria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Córdoba, Vereda San Cipriano, reserva Natural Río Escalerete, in and around the permanent plot. Specimens treated with alcohol.","03°49'41''N","76°52'10''W"
3372,Lindsaea stricta (Sw.) Dryand.,TULV18120,"C. M. Taylor, W. Devia, A. Cruz & A. Vanegas",Plantae,Pterydophita,Monilophyta,Polypodiales,LINDSAEACEAE,Lindsaea,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Córdoba, Vereda San Cipriano, reserva Natural Río Escalerete, near the main Acuavalle houses and upriver along the intake tubes to the dam and main intake tubes to the dam and main intake.. Specimens treated with alcohol.","03°49'41''N","76°52'10''W"
3373,Quadrella odoratissima (Jacq.) Hutch.,TULV321,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,CAPPARACEAE,Quadrella,Colombia,Valle del Cauca,Cali,"Flora ornamental de la ciudad de Cali, perimétro urbano.","03°49'41''N","76°52'10''W"
3374,Goeppertia bantae (H. A. Kenn) Borehs. & S. Suarez,TULV1030,H. Murphy,Plantae,Magnoliophyta,Liliopsida,Zingiberales,MARANTACEAE,Goeppertia,Colombia,Valle del Cauca,Calima El Darien,"Vía Campo Alegre, Right side near rio Bravo, secundary forest.","03°27'00''N","76°31'00''W"
3375,Calathea lutea (Aubl.) Schult.,TULV1099,L. A. Millan,Plantae,Magnoliophyta,Liliopsida,Zingiberales,MARANTACEAE,Calathea,Colombia,Valle del Cauca,Riofrío,"Vía Salónica, Vereda La Trinidad, Quebrada La Gitana.",Sin especificar,Sin especificar
3376,Calathea crotalifera S. Watson,TULV1170,H. Murphy,Plantae,Magnoliophyta,Liliopsida,Zingiberales,MARANTACEAE,Calathea,Colombia,Valle del Cauca,Calima El Darien,"Vía Campo Alegre, cerca a río Bravo.",Sin especificar,Sin especificar
3377,Preslianthus detonsus (Triana & Planch.) Iltis & Cornejo,TULV1473,W. Devia.,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,CAPPARACEAE,Preslianthus,Colombia,Valle del Cauca,Sevilla,"Vereda la Raquelita, lote nuevo matadero. A orilla de camino.","03°54'00''N","76°39'00''W"
3378,Preslianthus detonsus (Triana & Planch.) Iltis & Cornejo,TULV1474,W. Devia.,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,CAPPARACEAE,Preslianthus,Colombia,Valle del Cauca,Sevilla,"Vereda la Raquelita, lote nuevo matadero. A orilla de camino.",Sin especificar,Sin especificar
3379,Serpocaulon articulatum (C. Presl) Schwartsb. & A.R. Sm.,TULV1684,L. E. Forero,Plantae,Pterydophita,Monilophyta,Polypodiales,POLYPODIACEAE,Serpocaulon,Colombia,Chocó,Litoral del San Juan,"Región del río Pichimá, comunidad indigena Waunana.",Sin especificar,Sin especificar
3380,Elleanthus aurantiacus (Lindl.) Rchb.f.,TULV1743,W. Devia,Plantae,Magnoliophyta,Liliopsida,Asparagales,ORCHIDACEAE,Elleanthus,Colombia,Valle del Cauca,Toro,"Vía Toro-La Argelia, Alto Boqueron.","04°25'00""N","77°17'00""W"
3381,Calathea crotalifera S. Watson,TULV1971,P. Silverstone,Plantae,Magnoliophyta,Liliopsida,Zingiberales,MARANTACEAE,Calathea,Colombia,Valle del Cauca,Calima El Darien,"Vereda Campoalegre, Alto Calima, trocha paralela al río Calima, cerca desembocadura río Bravo, bosque secundario.",Sin especificar,Sin especificar
3382,Calathea crotalifera S. Watson,TULV1972,P. Silverstone,Plantae,Magnoliophyta,Liliopsida,Zingiberales,MARANTACEAE,Calathea,Colombia,Valle del Cauca,Calima El Darien,"Vereda Campoalegree, Alto Calima, trocha paralela al río Calima, cerca desembocadura río Bravo, bosque secundario.","03°46'00''N","76°31'00''W"
3383,Goeppertia colombiana (L. B. Sm. & Idrobo) Borehs & S. Suáres,TULV2138,W. Devia,Plantae,Magnoliophyta,Liliopsida,Zingiberales,MARANTACEAE,Goeppertia,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Bajo Calima, Granja Agroforestal.","03°46'00''N","76°31'00''W"
